dataset,n,method,group,n_test,status,CDE_loss__before,CDE_loss__after,log_lik__before,log_lik__after,CRPS__before,CRPS__after,PIT_KS__before,PIT_KS__after,coverage_90__before,coverage_90__after,interval_width__before,interval_width__after,coverage_abs_err__before,coverage_abs_err__after
FIFA,1000,MDN,baseline,250,ok,-0.6799169679478987,-0.7035262626279672,-1.0270753306437486,-1.0348929161621343,0.4405350093903929,0.44472597744415393,0.04841357948343672,0.04156892124742719,0.864,0.868,2.3235436026994085,2.3285293476914815,0.03600000000000003,0.03200000000000003
FIFA,1000,Flow-Spline,baseline,250,ok,-1.1139320917269666,-1.1232987229828215,-0.7344597897789475,-0.7282951162417906,0.5370434607290295,0.5367192505844746,0.07160966594426293,0.030281124782503777,0.92,0.868,3.213829371976639,2.965644321377692,0.020000000000000018,0.03200000000000003
FIFA,1000,Quantile-Tree,baseline,250,ok,-0.7291977402765883,-0.7638097284386137,-1.2264855785965199,-1.2470699488898012,0.44138572732493403,0.44763337852359714,0.05662480562177613,0.04015659908082142,0.844,0.864,2.8443793708025695,2.9547392796743726,0.05600000000000005,0.03600000000000003
FIFA,1000,Gamma-GLM,baseline,250,ok,-0.2577749657865443,-0.2769543283209515,-1.409276572394333,-1.3689502976080545,0.6021102693849826,0.6015233037744651,0.1058583502021674,0.04055345295746077,0.896,0.944,3.380647059774256,3.477981692466931,0.0040000000000000036,0.04399999999999993
FIFA,1000,LinGauss-Homo-Ridge,baseline,250,ok,-0.25294219068560686,-0.26844589783001255,-1.419957307198173,-1.3877875746951864,0.613800603133825,0.6113483298530658,0.11217416131390066,0.04282427664530719,0.872,0.928,3.310315742027324,3.4682540426998796,0.028000000000000025,0.028000000000000025
FIFA,1000,LinGauss-Hetero-Ridge,baseline,250,ok,-0.25422249886701415,-0.2795567725785518,-1.4030313285026323,-1.3620885839061252,0.6052882446609307,0.6036948065116935,0.11527442367362813,0.04261906314403155,0.876,0.944,3.2188008316132484,3.522463411025942,0.02400000000000002,0.04399999999999993
FIFA,1000,Student-t-Ridge,baseline,250,ok,-0.2525590325444013,-0.2683344872056981,-1.420944409755494,-1.3881233038140213,0.6138474631687599,0.6112876768037637,0.11272757151847633,0.04326819698255979,0.872,0.924,3.3057785701139992,3.4643812506325276,0.028000000000000025,0.02400000000000002
FIFA,1000,LogNormal-Homo-Ridge,baseline,250,ok,-0.2480235964223815,-0.2707938470682984,-1.4368047679378224,-1.392275476062114,0.6155602092780648,0.6144196396596521,0.1073802686569587,0.0392529433178824,0.904,0.944,3.4501496317093805,3.5933108336127106,0.0040000000000000036,0.04399999999999993
FIFA,1000,LogNormal-Hetero-Ridge,baseline,250,ok,-0.2756658751180488,-0.3142765972855153,-1.3459482431041319,-1.2815033834891696,0.556408903482226,0.5527533401249364,0.09603459907056418,0.03610991539959918,0.88,0.92,3.131351285616617,3.2101684609542898,0.020000000000000018,0.020000000000000018
FIFA,1000,Gamma-GLM-Ridge,baseline,250,ok,-0.22924470138156117,-0.2537809798713244,-1.4942371160966004,-1.4486861093878278,0.6602580913792199,0.6587028077647776,0.10795399915358353,0.03869955822708905,0.844,0.932,3.537643806757893,3.7759865209205556,0.05600000000000005,0.03200000000000003
FIFA,1000,BART-Homo,baseline,250,ok,-0.3973543097647843,-0.39824608178147475,-1.2400012898794157,-1.2501288353310256,0.46185377978111697,0.46565613936599437,0.06921634467255494,0.045139645691659125,0.888,0.856,2.3625168966545607,2.260595902545812,0.01200000000000001,0.04400000000000004
FIFA,1000,BART-Hetero,baseline,250,ok,-0.2169773600697189,-0.2991978890527006,-2.2628166617283587,-1.9910058121495349,0.4908291568741048,0.4675500201272584,0.19031402632962136,0.10676459324228225,0.608,0.72,1.2135011132361337,1.5328627415052511,0.29200000000000004,0.18000000000000005
FIFA,1000,CatMLP,baseline,250,ok,-1.164298240981041,-1.178756959669078,-0.5519050065448469,-0.55129823623338,0.5853230497117027,0.5885733588710064,0.05047474507179861,0.02578683932432825,0.952,0.916,3.67223100619439,3.451272597430503,0.051999999999999935,0.016000000000000014
FIFA,10000,FlexCode-RF,baseline,2500,ok,-0.7314780934626322,-0.7709419277578232,-1.0306045550103893,-0.9651181066987534,0.40835657979888645,0.39572319724499455,0.07727964479970506,0.008134021717589701,0.976,0.8892,3.9335642291084114,2.5423476261472455,0.07599999999999996,0.010800000000000032
FIFA,10000,TabPFN-2.5,foundation,2500,ok,-1.8620956084783353,-1.872741703689882,-0.19749047148822715,-0.19653881254910152,0.38363709467228624,0.3829711214388514,0.03878958023613954,0.006659878028275912,0.9012,0.8988,2.3524695787050183,2.292243595617544,0.0011999999999999789,0.0011999999999999789
FIFA,10000,RealTabPFN-2.5,foundation,2500,ok,-1.768755507271304,-1.7543528698080493,-0.236182402324965,-0.23975493731042816,0.38240724703444046,0.38245745794147334,0.024251803690431117,0.008077117528911722,0.9004,0.8996,2.382330061250237,2.3625626925944236,0.00039999999999995595,0.00040000000000006697
FIFA,10000,TabICL-Quantiles,foundation,2500,ok,-1.016541753356948,-1.0579160246757346,-0.7631552496673754,-0.7643107855546215,0.3806106571664064,0.38039459665176945,0.03262203289032105,0.008505045714284232,0.91,0.9024,2.40128597303633,2.2985988366929773,0.010000000000000009,0.0023999999999999577
FIFA,10000,LinearGauss-Homo,baseline,2500,ok,-0.25334625640480146,-0.2888131193641657,-1.438742661559751,-1.3912359498823368,0.6170206807239315,0.6136413265998398,0.08492853619410166,0.009160303426563238,0.8808,0.898,3.3220677784632047,3.3887194023106866,0.019199999999999995,0.0020000000000000018
FIFA,10000,LinearGauss-Hetero,baseline,2500,ok,-0.3188545709803119,-0.3258305471981485,-1.2620947707842312,-1.2454855740551585,0.5146561894559737,0.5136487362634867,0.050937945647969274,0.010152050080823982,0.892,0.8908,2.907772216051883,2.9248951727902726,0.008000000000000007,0.009199999999999986
FIFA,10000,Student-t,baseline,2500,ok,-0.2532701720642577,-0.28939188580372577,-1.4404134208009947,-1.391086072483356,0.616995776016741,0.6133278962582961,0.08617478632080518,0.009401120539746177,0.8784,0.8988,3.3126095226907784,3.391962968663979,0.021600000000000064,0.0011999999999999789
FIFA,10000,LogNormal-Homo,baseline,2500,ok,-0.25401002025481695,-0.29357983127323667,-1.4495169754897017,-1.3852852824714668,0.618827663055404,0.6161527600446225,0.07823274896960057,0.008246248383061539,0.9,0.8976,3.458750170696493,3.3578606805582445,0.0,0.0024000000000000687
FIFA,10000,LogNormal-Hetero,baseline,2500,ok,-0.30146166344189124,-0.3177923521052332,-1.3036166347075995,-1.260183762536369,0.5305782003479315,0.5245131487722418,0.06731131859746264,0.01057908335076585,0.9004,0.8936,3.0770443474494424,2.995009403192286,0.00039999999999995595,0.006400000000000072
FIFA,10000,MDN,baseline,2500,ok,-1.2455934409427893,-1.2289002561012656,-0.5812252525628943,-0.5852912195356607,0.4155405140532672,0.4148323391640644,0.03233453021775193,0.010348799240102485,0.912,0.9016,2.539672139125151,2.469571437842964,0.01200000000000001,0.0015999999999999348
FIFA,10000,Flow-Spline,baseline,2500,ok,-1.7115449351801704,-1.6757466813099537,-0.3280531081046923,-0.33257749564843664,0.4187905093225356,0.4175853423517159,0.04245270801544632,0.019454807199212276,0.9072,0.9048,2.601511610711604,2.581898252278738,0.007199999999999984,0.0048000000000000265
FIFA,10000,Gamma-GLM,baseline,2500,ok,-0.25723633543653635,-0.2957452439406804,-1.4356985814020335,-1.378386611883364,0.6128789862896646,0.6106899524402953,0.07930947790768847,0.008820787638946337,0.8944,0.8984,3.3916614024462715,3.34429840699372,0.005600000000000049,0.0016000000000000458
FIFA,10000,LinGauss-Homo-Ridge,baseline,2500,ok,-0.25293785596737056,-0.28775066298741697,-1.4399646261395591,-1.3931843084611224,0.6178550495209709,0.6144309103244383,0.0849722318444295,0.010198558636045019,0.8808,0.898,3.3232899867293426,3.3883799825095977,0.019199999999999995,0.0020000000000000018
FIFA,10000,LinGauss-Hetero-Ridge,baseline,2500,ok,-0.2890257053533343,-0.30789460275880026,-1.3280723299557513,-1.3010463028177868,0.550165350214304,0.5492534595259974,0.06912118089690178,0.012029705345420685,0.878,0.8968,3.031351877767489,3.1345507801915895,0.02200000000000002,0.0031999999999999806
FIFA,10000,Student-t-Ridge,baseline,2500,ok,-0.25284603343992024,-0.2887979332421605,-1.441351024439959,-1.3923847041136936,0.6178400733856919,0.61418750499715,0.08629664372699138,0.009892745377352241,0.8788,0.8988,3.3156150622177227,3.391222596911554,0.021199999999999997,0.0011999999999999789
FIFA,10000,LogNormal-Homo-Ridge,baseline,2500,ok,-0.2535596749846513,-0.2932318908496131,-1.4506302681393137,-1.3864243467170192,0.6196138636980965,0.61685896420378,0.0781759368118919,0.008763589189362153,0.8988,0.8992,3.4598497436124873,3.3661168701731468,0.0011999999999999789,0.0008000000000000229
FIFA,10000,LogNormal-Hetero-Ridge,baseline,2500,ok,-0.29574681599606445,-0.3137647932937879,-1.316408152138847,-1.2726167674043465,0.5372513357567882,0.5321275843674498,0.0641266687158466,0.010791812043568563,0.8972,0.8956,3.101733472005363,3.038004149137733,0.0028000000000000247,0.0044000000000000705
FIFA,10000,Gamma-GLM-Ridge,baseline,2500,ok,-0.22823495287705672,-0.2589968222603045,-1.5232172507842698,-1.4579745244826177,0.6761866503109286,0.6715317730652934,0.08671138470790385,0.0341423226298688,0.8532,0.932,3.602062859178854,3.7718949998030147,0.046800000000000064,0.03200000000000003
FIFA,10000,BART-Homo,baseline,2500,ok,-0.4252834678969637,-0.4257261223861511,-1.1046812881569907,-1.0827413609095513,0.4098374938071287,0.4081946124502446,0.037081878433522286,0.02147698143809567,0.9168,0.8956,2.388181053934145,2.255176945605685,0.016799999999999926,0.0044000000000000705
FIFA,10000,CatMLP,baseline,2500,ok,-1.5041057119306864,-1.5741111877287484,-0.12432196609953798,-0.12367334853044161,0.3982911035401001,0.39874263652699127,0.03083483382461019,0.009685800910727155,0.916,0.9048,2.5125829271753837,2.3722440196658523,0.016000000000000014,0.0048000000000000265
FIFA,50,FlexCode-RF,baseline,13,skipped:too_small,-0.2572632747542098,,-2.919854760864301,,0.606448045644786,,0.2362543232012202,,0.9230769230769231,,4.237977575385979,,0.023076923076923106,
FIFA,50,TabPFN-2.5,foundation,13,skipped:too_small,-0.2896973172381406,,-1.6870231045972353,,0.7200385860995033,,0.21023133952542272,,0.6923076923076923,,2.2062117680867237,,0.20769230769230773,
FIFA,50,RealTabPFN-2.5,foundation,13,skipped:too_small,-0.2781352893221523,,-1.69864422533034,,0.7322530045446854,,0.21522157684022092,,0.6923076923076923,,2.1979779785655285,,0.20769230769230773,
FIFA,50,TabICL-Quantiles,foundation,13,skipped:too_small,0.19902609757378467,,-3.0552041058317516,,0.7959082047442549,,0.2096096745942443,,0.7692307692307693,,2.1063690368513823,,0.13076923076923075,
FIFA,50,LinearGauss-Homo,baseline,13,skipped:too_small,-0.2356130717363269,,-1.5364033841349813,,0.6692631625186873,,0.20669384544827935,,0.8461538461538461,,3.2671105952272588,,0.05384615384615388,
FIFA,50,LinearGauss-Hetero,baseline,13,skipped:too_small,-0.17456972460830572,,-2.1781771516802877,,0.7843586659546287,,0.3593158564602298,,0.8461538461538461,,3.6135389807920024,,0.05384615384615388,
FIFA,50,Student-t,baseline,13,skipped:too_small,-0.23406123196489667,,-1.5411153168633989,,0.6700815301341877,,0.2080461597367565,,0.8461538461538461,,3.2340148400212994,,0.05384615384615388,
FIFA,50,LogNormal-Homo,baseline,13,skipped:too_small,-0.22669202336822397,,-1.5428866595690698,,0.6786754255635903,,0.1783500026646621,,0.8461538461538461,,3.389849097169411,,0.05384615384615388,
FIFA,50,LogNormal-Hetero,baseline,13,skipped:too_small,-0.19390484018472803,,-2.114125887929542,,0.7215388121764986,,0.28488239674407584,,0.8461538461538461,,3.6800953532436225,,0.05384615384615388,
FIFA,50,MDN,baseline,13,skipped:too_small,-0.2417847261791669,,-1.4901553175044278,,0.6735063990827915,,0.24826395843783905,,0.8461538461538461,,3.9377301434813936,,0.05384615384615388,
FIFA,50,Flow-Spline,baseline,13,skipped:too_small,-0.08256349376007227,,-2.0423220558529027,,1.0031806101321035,,0.48506026712384864,,0.9230769230769231,,4.480881831951766,,0.023076923076923106,
FIFA,50,Quantile-Tree,baseline,13,skipped:too_small,-0.2839566286509678,,-2.738878975568208,,0.5792380659681445,,0.24205192856656255,,0.8461538461538461,,3.586270384140339,,0.05384615384615388,
FIFA,50,Gamma-GLM,baseline,13,skipped:too_small,-0.22561053581882215,,-1.5335073007928584,,0.6779720980499895,,0.1825984687925002,,0.8461538461538461,,3.295321667561998,,0.05384615384615388,
FIFA,50,LinGauss-Homo-Ridge,baseline,13,skipped:too_small,-0.23544721867764778,,-1.5264622607983869,,0.6602326267538868,,0.21547465663359922,,0.9230769230769231,,3.223872353653849,,0.023076923076923106,
FIFA,50,LinGauss-Hetero-Ridge,baseline,13,skipped:too_small,-0.21812078766660245,,-1.7640968743677705,,0.6872216780002296,,0.3238897753742473,,0.8461538461538461,,3.1953594405709604,,0.05384615384615388,
FIFA,50,Student-t-Ridge,baseline,13,skipped:too_small,-0.23378824947857896,,-1.531030597613424,,0.6608339129787151,,0.21712584946369357,,0.8461538461538461,,3.191141418288515,,0.05384615384615388,
FIFA,50,LogNormal-Homo-Ridge,baseline,13,skipped:too_small,-0.23414178434785343,,-1.519296333491782,,0.6626340465097296,,0.18472699778679813,,0.8461538461538461,,3.3667252702080686,,0.05384615384615388,
FIFA,50,LogNormal-Hetero-Ridge,baseline,13,skipped:too_small,-0.22017883600931504,,-1.7435060864809284,,0.6697383385767333,,0.21675938431880415,,0.9230769230769231,,2.999446454994026,,0.023076923076923106,
FIFA,50,Gamma-GLM-Ridge,baseline,13,skipped:too_small,-0.24273121714776333,,-1.4799285418074684,,0.6504817207734336,,0.25278153421335114,,0.8461538461538461,,3.77560918872372,,0.05384615384615388,
FIFA,50,BART-Homo,baseline,13,skipped:too_small,-0.22462796462934065,,-2.0121700897801,,0.6694791336447499,,0.2227122925316346,,0.7692307692307693,,2.162652502810973,,0.13076923076923075,
FIFA,50,BART-Hetero,baseline,13,skipped:too_small,-0.1548501169800984,,-2.7432864802179115,,0.7063637468360422,,0.31332307388399,,0.5384615384615384,,1.6061878254080422,,0.3615384615384616,
FIFA,50,CatMLP,baseline,13,skipped:too_small,-0.9905197263690877,,-0.6378096331733439,,0.7459703960479863,,0.3298868953199544,,0.9230769230769231,,5.557528234665229,,0.023076923076923106,
FIFA,500,FlexCode-RF,baseline,125,ok,-0.42449194820185476,-0.38270680474224306,-1.2380185470584848,-1.2626795039191305,0.4499886793164169,0.4482586022784261,0.09834613268994896,0.05289882649705091,0.936,0.896,3.54407735443371,2.6620732303984704,0.03600000000000003,0.0040000000000000036
FIFA,500,TabPFN-2.5,foundation,125,ok,-2.5120892337787386,-2.510194692856579,-0.09960766835525045,-0.1330828884699337,0.4042671058752345,0.4068958268844701,0.08127021461088335,0.05162390340108969,0.92,0.928,2.3703868340801715,2.314083001762095,0.020000000000000018,0.028000000000000025
FIFA,500,RealTabPFN-2.5,foundation,125,ok,-1.9293670703956378,-2.0617968577258416,-0.2219253545395994,-0.2556371531150778,0.4073967522160725,0.41059144462545066,0.09212076512044509,0.06456554243808854,0.904,0.92,2.38884481980468,2.3678355460774196,0.0040000000000000036,0.020000000000000018
FIFA,500,TabICL-Quantiles,foundation,125,ok,-0.7974719300052239,-0.8646490352711531,-0.9889993552670426,-1.0040259772990745,0.4100039945440496,0.4131638218707358,0.07150247868845006,0.034831094905347,0.888,0.888,2.4255972823287792,2.346766582472445,0.01200000000000001,0.01200000000000001
FIFA,500,LinearGauss-Homo,baseline,125,ok,-0.2666528422860306,-0.2704925275375826,-1.3908526069815221,-1.394100035695247,0.5983626529513644,0.5971736102268719,0.15042329983309954,0.06494715722582511,0.872,0.928,3.2786108073320235,3.4151954636090345,0.028000000000000025,0.028000000000000025
FIFA,500,LinearGauss-Hetero,baseline,125,ok,-0.31939964906119916,-0.31473596210261057,-1.2612070301933764,-1.2751890002820068,0.5160146623276478,0.5207447747460313,0.0858531724835836,0.04738684087609735,0.856,0.872,2.8260793587356603,2.909358358482458,0.04400000000000004,0.028000000000000025
FIFA,500,Student-t,baseline,125,ok,-0.26563048734960604,-0.2724881253976085,-1.3931457034882253,-1.3887994879546308,0.5982981955355908,0.5966820096960548,0.15101121660995914,0.06600566688137216,0.872,0.928,3.2657598379691133,3.394506664521214,0.028000000000000025,0.028000000000000025
FIFA,500,LogNormal-Homo,baseline,125,ok,-0.2632652318092104,-0.2663998440294403,-1.4058656669413443,-1.4091545353321928,0.5985780004059249,0.6046333231433879,0.1325207327642839,0.07559506796134864,0.88,0.912,3.4113208266555044,3.5346580703439305,0.020000000000000018,0.01200000000000001
FIFA,500,LogNormal-Hetero,baseline,125,ok,-0.30535427464643594,-0.3139069690254278,-1.2874440136625613,-1.2780602674266734,0.5231234678608726,0.5280910608652568,0.07641572056404236,0.05425130898822583,0.856,0.888,2.984845862719855,2.988886273219627,0.04400000000000004,0.01200000000000001
FIFA,500,MDN,baseline,125,ok,-0.31982395667557467,-0.31031684551923255,-1.366784091291589,-1.3580001886468538,0.4887792943285326,0.4882208683446427,0.10357590520295684,0.06510269330198801,0.8,0.864,2.2817799444954714,2.5266779282606118,0.09999999999999998,0.03600000000000003
FIFA,500,Flow-Spline,baseline,125,ok,-0.6909375736900483,-0.6682489958660752,-1.0255383615392872,-1.0458996060400507,0.5095048059409166,0.5073967575660218,0.09171627591191378,0.06884543701868603,0.88,0.832,3.341282354441303,3.06348317280121,0.020000000000000018,0.06800000000000006
FIFA,500,Quantile-Tree,baseline,125,ok,-0.7414786992302962,-0.8600164117181582,-1.3170774309019557,-1.3164614909859944,0.4231081089145171,0.4331455721560409,0.08127360348084439,0.051409052983880765,0.84,0.848,2.9125834922036606,2.826499091534299,0.06000000000000005,0.052000000000000046
FIFA,500,Gamma-GLM,baseline,125,ok,-0.26432408163315024,-0.2661157916215814,-1.3979676217000814,-1.4010798047090114,0.5964585565722437,0.6021212491491184,0.1338084004316865,0.07702187066170291,0.88,0.912,3.3458007750391285,3.404277214314201,0.020000000000000018,0.01200000000000001
FIFA,500,LinGauss-Homo-Ridge,baseline,125,ok,-0.26213953618826374,-0.26291874357992284,-1.402325093262012,-1.4091916560223618,0.6057475920833996,0.6043249123847378,0.15055213948881202,0.06453122406071046,0.872,0.928,3.30783515421997,3.478190762972618,0.028000000000000025,0.028000000000000025
FIFA,500,LinGauss-Hetero-Ridge,baseline,125,ok,-0.2576989883843125,-0.25699719778911173,-1.3941390015901325,-1.4048383439382888,0.5963285405603485,0.6004992120546508,0.14228191339627932,0.07808777177066888,0.856,0.92,3.2117825150125627,3.427910681884576,0.04400000000000004,0.020000000000000018
FIFA,500,Student-t-Ridge,baseline,125,ok,-0.2617768557253802,-0.2628620595232337,-1.4030825906185662,-1.4091016255696893,0.6056985492240264,0.6041505309094309,0.15163443383434683,0.06493617753420355,0.872,0.928,3.3015997501289704,3.4727590530745895,0.028000000000000025,0.028000000000000025
FIFA,500,LogNormal-Homo-Ridge,baseline,125,ok,-0.2514736107496692,-0.2467627464609377,-1.4336319098494408,-1.4469388666991372,0.6167332083925358,0.6232392115436274,0.13488681037427908,0.08467482514058536,0.872,0.92,3.463634023211599,3.577437049233158,0.028000000000000025,0.020000000000000018
FIFA,500,LogNormal-Hetero-Ridge,baseline,125,ok,-0.273239334738014,-0.2912000316740085,-1.3632428767608855,-1.335091515694289,0.5648788454585862,0.5707199762143944,0.12331694733730708,0.0608794456355006,0.872,0.88,3.2348364182402385,3.099636052460696,0.028000000000000025,0.020000000000000018
FIFA,500,Gamma-GLM-Ridge,baseline,125,ok,-0.22723892018607877,-0.2300197773034563,-1.5011674740678016,-1.5045761021585462,0.666892467331308,0.6691764417681074,0.1442050735735134,0.0912691387449464,0.816,0.936,3.565842755452737,3.8427574317336717,0.08400000000000007,0.03600000000000003
FIFA,500,BART-Homo,baseline,125,ok,-0.41780567192548135,-0.38223865385899586,-1.1391063869847926,-1.1749748262264874,0.43280793648372334,0.43547370535964647,0.06047643873585906,0.0730986332351149,0.888,0.856,2.4154274193814684,2.325244379882528,0.01200000000000001,0.04400000000000004
FIFA,500,BART-Hetero,baseline,125,ok,-0.35306813727281217,-0.3411545728219063,-1.7690977425037144,-1.6674965174356147,0.4481197878695887,0.43596565744173205,0.138310859751134,0.10817332626510481,0.68,0.736,1.3452189465103506,1.6025337050391346,0.21999999999999997,0.16400000000000003
FIFA,500,CatMLP,baseline,125,ok,-1.061778972389712,-1.057079957474509,-0.5187258910776991,-0.5541011507720951,0.6087465873311388,0.6199725125831413,0.10718971353764362,0.06268524762730146,0.952,0.944,3.5923871534040903,3.428923134050873,0.051999999999999935,0.04399999999999993
FIFA,5000,FlexCode-RF,baseline,1250,ok,-0.7408704720190612,-0.758672677894122,-1.0849029111159285,-1.035057957483316,0.4180762881150249,0.40650262526935893,0.07839075623465819,0.012119483058013136,0.972,0.8944,4.0470407400058255,2.5805825897292873,0.07199999999999995,0.005600000000000049
FIFA,5000,TabPFN-2.5,foundation,1250,ok,-2.1077911418053263,-2.0855589993718255,-0.1359403038771889,-0.1377323707973675,0.39109561987215136,0.3905523601427143,0.05926857050499845,0.011603297856024578,0.892,0.8944,2.3473938082862937,2.3526107589590364,0.008000000000000007,0.005600000000000049
FIFA,5000,RealTabPFN-2.5,foundation,1250,ok,-1.989153778794223,-1.9557174741911687,-0.18348111068394785,-0.19088105046363785,0.3902175086446461,0.39061244110438537,0.038377098095369044,0.01255928988635895,0.8872,0.8976,2.3713003483299393,2.4411602073061216,0.012800000000000034,0.0024000000000000687
FIFA,5000,TabICL-Quantiles,foundation,1250,ok,-1.057721781594415,-1.0220873274134998,-0.7916207253341877,-0.8023429868312449,0.3891257919093075,0.38960504009762514,0.03086313858844658,0.009788542159489454,0.912,0.892,2.403684730255036,2.3107713223724096,0.01200000000000001,0.008000000000000007
FIFA,5000,LinearGauss-Homo,baseline,1250,ok,-0.2465073134531436,-0.2890004007890102,-1.4648110376804977,-1.4074602534598228,0.6351618383218994,0.6303106536368017,0.09688066695915104,0.012502134959494954,0.8664,0.896,3.300017632253794,3.464582641679926,0.033600000000000074,0.0040000000000000036
FIFA,5000,LinearGauss-Hetero,baseline,1250,ok,-0.3142114326616891,-0.3158408842691708,-1.2769766371068407,-1.2619725179824295,0.5222203896278322,0.5210215098047586,0.05551762527186058,0.014166522316899771,0.864,0.8928,2.8502229988860788,3.043311016925823,0.03600000000000003,0.007199999999999984
FIFA,5000,Student-t,baseline,1250,ok,-0.24611640348232072,-0.2885444442722724,-1.4666480846359233,-1.4065822408157802,0.6352021368615874,0.6300556948050211,0.09760655849267448,0.01389321632638471,0.8632,0.8968,3.2926600886290385,3.472396557004621,0.036800000000000055,0.0031999999999999806
FIFA,5000,LogNormal-Homo,baseline,1250,ok,-0.24919057983848797,-0.29119661779523814,-1.4697205830877362,-1.4078543771273286,0.635665180687018,0.6330332001726275,0.08812669155879586,0.01224449974353925,0.8792,0.8984,3.425985326473147,3.475547290138344,0.02080000000000004,0.0016000000000000458
FIFA,5000,LogNormal-Hetero,baseline,1250,ok,-0.2968768095692585,-0.3071197274813013,-1.3182440618144002,-1.2807994147740682,0.5393037975804317,0.5340139338539244,0.07085223586957579,0.013615869800411682,0.8776,0.8936,3.0191006627269967,3.0743993510733874,0.022399999999999975,0.006400000000000072
FIFA,5000,MDN,baseline,1250,ok,-1.0597444004795393,-1.0638926346452722,-0.8690935013636545,-0.8738882872033801,0.4386596646965245,0.4392232619885468,0.03718111684007397,0.012643223416846788,0.904,0.8976,2.646634697846601,2.611300845207322,0.0040000000000000036,0.0024000000000000687
FIFA,5000,Flow-Spline,baseline,1250,ok,-1.8114893718331209,-1.7804119421831208,-0.42731665481886705,-0.42875841337029996,0.4804815752426666,0.47559503843115364,0.045767527554125886,0.01613682986222803,0.888,0.8992,2.8518564933778303,2.959532321148347,0.01200000000000001,0.0008000000000000229
FIFA,5000,Quantile-Tree,baseline,1250,ok,-0.8112862470762401,-0.8185238036787791,-1.0663577634488912,-1.0536919279857713,0.4107972208007846,0.41346293394691186,0.044695607226184625,0.03156753836249496,0.8608,0.8712,2.802196361144204,2.863679448041148,0.03920000000000001,0.028800000000000048
FIFA,5000,Gamma-GLM,baseline,1250,ok,-0.2512928984201234,-0.29418411652791376,-1.4585538340466937,-1.400290911284827,0.6310754056157774,0.6285004571332081,0.08913053945797411,0.011833074986092096,0.872,0.9,3.3606784961456024,3.4894933613100863,0.028000000000000025,0.0
FIFA,5000,LinGauss-Homo-Ridge,baseline,1250,ok,-0.24562832041380148,-0.28938115632926403,-1.467099505910291,-1.4073409565096509,0.636666541819928,0.631641834783965,0.09733571919812319,0.01448127118248646,0.8656,0.896,3.3022950993769706,3.4702184864676133,0.034399999999999986,0.0040000000000000036
FIFA,5000,LinGauss-Hetero-Ridge,baseline,1250,ok,-0.27115165055532997,-0.29550358945171507,-1.3849186404842435,-1.3537919234522833,0.5846053316570827,0.5828979880488175,0.08683726746821417,0.01300243672907471,0.8504,0.9016,3.0621227432611526,3.3475821179352874,0.04959999999999998,0.0015999999999999348
FIFA,5000,Student-t-Ridge,baseline,1250,ok,-0.24541495628796173,-0.288149251984994,-1.4680419124561759,-1.408163848478161,0.6366910689098245,0.6315201497097155,0.09772819846499939,0.014315344993844875,0.8624,0.8984,3.2985552712064456,3.4847129485867123,0.03759999999999997,0.0016000000000000458
FIFA,5000,LogNormal-Homo-Ridge,baseline,1250,ok,-0.24834357947377025,-0.292090314762412,-1.471663894522318,-1.4073499111495953,0.6369998486514602,0.6342397787250846,0.08811259430740029,0.011420944199194039,0.8808,0.896,3.4280039322737226,3.4672187686701412,0.019199999999999995,0.0040000000000000036
FIFA,5000,LogNormal-Hetero-Ridge,baseline,1250,ok,-0.2862633516472779,-0.2993395263928611,-1.3462592755945555,-1.313945700273574,0.5548867576809805,0.5508295615994774,0.06941030555179793,0.012342832850467236,0.8736,0.8944,3.0819267154489984,3.17139202789595,0.02639999999999998,0.005600000000000049
FIFA,5000,Gamma-GLM-Ridge,baseline,1250,ok,-0.22660457268198061,-0.2544484414949833,-1.5341911860435233,-1.477554199104886,0.68555713343556,0.6802513433593045,0.09414841525804638,0.04303374016476907,0.828,0.94,3.573210724444278,3.889287609370731,0.07200000000000006,0.039999999999999925
FIFA,5000,BART-Homo,baseline,1250,ok,-0.41566526500053314,-0.40139439629821116,-1.12515941031833,-1.1118012204358212,0.4211378141943371,0.41995880147764003,0.038855713208093,0.024516249763519824,0.908,0.8904,2.395760779373578,2.3213434651283986,0.008000000000000007,0.009600000000000053
FIFA,5000,BART-Hetero,baseline,1250,ok,-0.26415405718335494,-0.35989266308049395,-1.9431919984001742,-1.6182453239135515,0.44329469863952164,0.41825203224706686,0.17996528647018584,0.07086101929592821,0.628,0.7864,1.2295733585140816,1.7230006897956778,0.272,0.11360000000000003
FIFA,5000,CatMLP,baseline,1250,ok,-1.3577313042344623,-1.3547264194012787,-0.29080659914421486,-0.2869567808029753,0.4735766151325686,0.47296480026269766,0.04550593206015119,0.014540958182484992,0.9296,0.8976,2.91521672381837,2.6788791181380023,0.02959999999999996,0.0024000000000000687
GridStability,1000,FlexCode-RF,baseline,250,ok,-12.190753962181908,-14.476897905076601,2.3219538280407392,2.506682446126502,0.011754314883612107,0.010424916644197571,0.1549186607065907,0.02485352562175447,0.988,0.896,0.10737403591974035,0.07158618961151038,0.08799999999999997,0.0040000000000000036
